recipient,recipientLabel,recipientType,prize,prizeLabel,awardDate,awardYear,countryLabel
http://www.wikidata.org/entity/Q204733,Герти Кори,person,http://www.wikidata.org/entity/Q80061,Нобелевская премия по физиологии и медицине,1947-01-01T00:00:00Z,1947,США
http://www.wikidata.org/entity/Q204733,Герти Кори,person,http://www.wikidata.org/entity/Q80061,Нобелевская премия по физиологии и медицине,1947-01-01T00:00:00Z,1947,Чехословакия
http://www.wikidata.org/entity/Q204733,Герти Кори,person,http://www.wikidata.org/entity/Q80061,Нобелевская премия по физиологии и медицине,1947-01-01T00:00:00Z,1947,Цислейтания
http://www.wikidata.org/entity/Q78501,Карл Фердинанд Кори,person,http://www.wikidata.org/entity/Q80061,Нобелевская премия по физиологии и медицине,1947-01-01T00:00:00Z,1947,США
http://www.wikidata.org/entity/Q78501,Карл Фердинанд Кори,person,http://www.wikidata.org/entity/Q80061,Нобелевская премия по физиологии и медицине,1947-01-01T00:00:00Z,1947,Чехословакия
http://www.wikidata.org/entity/Q78501,Карл Фердинанд Кори,person,http://www.wikidata.org/entity/Q80061,Нобелевская премия по физиологии и медицине,1947-01-01T00:00:00Z,1947,Цислейтания
http://www.wikidata.org/entity/Q49351,Роберт Робинсон,person,http://www.wikidata.org/entity/Q44585,Нобелевская премия по химии,1947-01-01T00:00:00Z,1947,Великобритания
http://www.wikidata.org/entity/Q49351,Роберт Робинсон,person,http://www.wikidata.org/entity/Q44585,Нобелевская премия по химии,1947-01-01T00:00:00Z,1947,Соединённое королевство Великобритании и Ирландии
http://www.wikidata.org/entity/Q37767,Т. С. Элиот,person,http://www.wikidata.org/entity/Q37922,Нобелевская премия по литературе,1948-01-01T00:00:00Z,1948,США
http://www.wikidata.org/entity/Q37767,Т. С. Элиот,person,http://www.wikidata.org/entity/Q37922,Нобелевская премия по литературе,1948-01-01T00:00:00Z,1948,Великобритания
http://www.wikidata.org/entity/Q184499,Патрик Мейнард Стюарт Блэкетт,person,http://www.wikidata.org/entity/Q38104,Нобелевская премия по физике,1948-01-01T00:00:00Z,1948,Великобритания
http://www.wikidata.org/entity/Q184499,Патрик Мейнард Стюарт Блэкетт,person,http://www.wikidata.org/entity/Q38104,Нобелевская премия по физике,1948-01-01T00:00:00Z,1948,Соединённое королевство Великобритании и Ирландии
http://www.wikidata.org/entity/Q115475,Пауль Герман Мюллер,person,http://www.wikidata.org/entity/Q80061,Нобелевская премия по физиологии и медицине,1948-01-01T00:00:00Z,1948,Швейцария
http://www.wikidata.org/entity/Q233026,Арне Тиселиус,person,http://www.wikidata.org/entity/Q44585,Нобелевская премия по химии,1948-01-01T00:00:00Z,1948,Швеция
http://www.wikidata.org/entity/Q38392,Уильям Фолкнер,person,http://www.wikidata.org/entity/Q37922,Нобелевская премия по литературе,1949-01-01T00:00:00Z,1949,США
http://www.wikidata.org/entity/Q155777,Хидэки Юкава,person,http://www.wikidata.org/entity/Q38104,Нобелевская премия по физике,1949-01-01T00:00:00Z,1949,Япония
http://www.wikidata.org/entity/Q155777,Хидэки Юкава,person,http://www.wikidata.org/entity/Q38104,Нобелевская премия по физике,1949-01-01T00:00:00Z,1949,Японская империя
http://www.wikidata.org/entity/Q273219,Антониу Эгаш Мониш,person,http://www.wikidata.org/entity/Q80061,Нобелевская премия по физиологии и медицине,1949-01-01T00:00:00Z,1949,Португалия
http://www.wikidata.org/entity/Q273219,Антониу Эгаш Мониш,person,http://www.wikidata.org/entity/Q80061,Нобелевская премия по физиологии и медицине,1949-01-01T00:00:00Z,1949,Королевство Португалия
http://www.wikidata.org/entity/Q115470,Вальтер Гесс,person,http://www.wikidata.org/entity/Q80061,Нобелевская премия по физиологии и медицине,1949-01-01T00:00:00Z,1949,Швейцария
http://www.wikidata.org/entity/Q110073,Уильям Фрэнсис Джиок,person,http://www.wikidata.org/entity/Q44585,Нобелевская премия по химии,1949-01-01T00:00:00Z,1949,Канада
http://www.wikidata.org/entity/Q110073,Уильям Фрэнсис Джиок,person,http://www.wikidata.org/entity/Q44585,Нобелевская премия по химии,1949-01-01T00:00:00Z,1949,США
http://www.wikidata.org/entity/Q33760,Бертран Рассел,person,http://www.wikidata.org/entity/Q37922,Нобелевская премия по литературе,1950-01-01T00:00:00Z,1950,Великобритания
http://www.wikidata.org/entity/Q33760,Бертран Рассел,person,http://www.wikidata.org/entity/Q37922,Нобелевская премия по литературе,1950-01-01T00:00:00Z,1950,Соединённое королевство Великобритании и Ирландии
http://www.wikidata.org/entity/Q178103,Сесил Фрэнк Пауэлл,person,http://www.wikidata.org/entity/Q38104,Нобелевская премия по физике,1950-01-01T00:00:00Z,1950,Великобритания
http://www.wikidata.org/entity/Q115490,Тадеуш Рейхштейн,person,http://www.wikidata.org/entity/Q80061,Нобелевская премия по физиологии и медицине,1950-01-01T00:00:00Z,1950,Польша
http://www.wikidata.org/entity/Q115490,Тадеуш Рейхштейн,person,http://www.wikidata.org/entity/Q80061,Нобелевская премия по физиологии и медицине,1950-01-01T00:00:00Z,1950,Швейцария
http://www.wikidata.org/entity/Q235651,Филип Хенч,person,http://www.wikidata.org/entity/Q80061,Нобелевская премия по физиологии и медицине,1950-01-01T00:00:00Z,1950,США
http://www.wikidata.org/entity/Q110101,Эдуард Кендалл,person,http://www.wikidata.org/entity/Q80061,Нобелевская премия по физиологии и медицине,1950-01-01T00:00:00Z,1950,США
http://www.wikidata.org/entity/Q76595,Курт Альдер,person,http://www.wikidata.org/entity/Q44585,Нобелевская премия по химии,1950-01-01T00:00:00Z,1950,Германия
http://www.wikidata.org/entity/Q76616,Отто Дильс,person,http://www.wikidata.org/entity/Q44585,Нобелевская премия по химии,1950-01-01T00:00:00Z,1950,Германия
http://www.wikidata.org/entity/Q93137,Пер Лагерквист,person,http://www.wikidata.org/entity/Q37922,Нобелевская премия по литературе,1951-01-01T00:00:00Z,1951,Швеция
http://www.wikidata.org/entity/Q62897,Джон Кокрофт,person,http://www.wikidata.org/entity/Q38104,Нобелевская премия по физике,1951-01-01T00:00:00Z,1951,Великобритания
http://www.wikidata.org/entity/Q183631,Эрнест Томас Синтон Уолтон,person,http://www.wikidata.org/entity/Q38104,Нобелевская премия по физике,1951-01-01T00:00:00Z,1951,Ирландия
http://www.wikidata.org/entity/Q183631,Эрнест Томас Синтон Уолтон,person,http://www.wikidata.org/entity/Q38104,Нобелевская премия по физике,1951-01-01T00:00:00Z,1951,Ирландское Свободное государство
http://www.wikidata.org/entity/Q183631,Эрнест Томас Синтон Уолтон,person,http://www.wikidata.org/entity/Q38104,Нобелевская премия по физике,1951-01-01T00:00:00Z,1951,Соединённое королевство Великобритании и Ирландии
http://www.wikidata.org/entity/Q46928,Макс Тейлер,person,http://www.wikidata.org/entity/Q80061,Нобелевская премия по физиологии и медицине,1951-01-01T00:00:00Z,1951,США
http://www.wikidata.org/entity/Q46928,Макс Тейлер,person,http://www.wikidata.org/entity/Q80061,Нобелевская премия по физиологии и медицине,1951-01-01T00:00:00Z,1951,ЮАР
http://www.wikidata.org/entity/Q48973,Гленн Теодор Сиборг,person,http://www.wikidata.org/entity/Q44585,Нобелевская премия по химии,1951-01-01T00:00:00Z,1951,США
http://www.wikidata.org/entity/Q19009,Эдвин Маттисон Макмиллан,person,http://www.wikidata.org/entity/Q44585,Нобелевская премия по химии,1951-01-01T00:00:00Z,1951,США
http://www.wikidata.org/entity/Q81685,Франсуа Мориак,person,http://www.wikidata.org/entity/Q37922,Нобелевская премия по литературе,1952-01-01T00:00:00Z,1952,Франция
http://www.wikidata.org/entity/Q123022,Феликс Блох,person,http://www.wikidata.org/entity/Q38104,Нобелевская премия по физике,1952-01-01T00:00:00Z,1952,США
http://www.wikidata.org/entity/Q123022,Феликс Блох,person,http://www.wikidata.org/entity/Q38104,Нобелевская премия по физике,1952-01-01T00:00:00Z,1952,Швейцария
http://www.wikidata.org/entity/Q183270,Эдвард Миллс Парселл,person,http://www.wikidata.org/entity/Q38104,Нобелевская премия по физике,1952-01-01T00:00:00Z,1952,США
http://www.wikidata.org/entity/Q232308,Зельман Ваксман,person,http://www.wikidata.org/entity/Q80061,Нобелевская премия по физиологии и медицине,1952-01-01T00:00:00Z,1952,США
http://www.wikidata.org/entity/Q232308,Зельман Ваксман,person,http://www.wikidata.org/entity/Q80061,Нобелевская премия по физиологии и медицине,1952-01-01T00:00:00Z,1952,СССР
http://www.wikidata.org/entity/Q232308,Зельман Ваксман,person,http://www.wikidata.org/entity/Q80061,Нобелевская премия по физиологии и медицине,1952-01-01T00:00:00Z,1952,Российская империя
http://www.wikidata.org/entity/Q48977,Арчер Джон Портер Мартин,person,http://www.wikidata.org/entity/Q44585,Нобелевская премия по химии,1952-01-01T00:00:00Z,1952,Великобритания
http://www.wikidata.org/entity/Q48977,Арчер Джон Портер Мартин,person,http://www.wikidata.org/entity/Q44585,Нобелевская премия по химии,1952-01-01T00:00:00Z,1952,Соединённое королевство Великобритании и Ирландии
http://www.wikidata.org/entity/Q48979,Ричард Лоуренс Миллингтон Синг,person,http://www.wikidata.org/entity/Q44585,Нобелевская премия по химии,1952-01-01T00:00:00Z,1952,Великобритания
http://www.wikidata.org/entity/Q48979,Ричард Лоуренс Миллингтон Синг,person,http://www.wikidata.org/entity/Q44585,Нобелевская премия по химии,1952-01-01T00:00:00Z,1952,Соединённое королевство Великобритании и Ирландии
http://www.wikidata.org/entity/Q8016,Уинстон Черчилль,person,http://www.wikidata.org/entity/Q37922,Нобелевская премия по литературе,1953-01-01T00:00:00Z,1953,Великобритания
http://www.wikidata.org/entity/Q188293,Фриц Цернике,person,http://www.wikidata.org/entity/Q38104,Нобелевская премия по физике,1953-01-01T00:00:00Z,1953,Королевство Нидерландов
http://www.wikidata.org/entity/Q77104,Фриц Альберт Липман,person,http://www.wikidata.org/entity/Q80061,Нобелевская премия по физиологии и медицине,1953-01-01T00:00:00Z,1953,США
http://www.wikidata.org/entity/Q77104,Фриц Альберт Липман,person,http://www.wikidata.org/entity/Q80061,Нобелевская премия по физиологии и медицине,1953-01-01T00:00:00Z,1953,Германия
http://www.wikidata.org/entity/Q57191,Ханс Адольф Кребс,person,http://www.wikidata.org/entity/Q80061,Нобелевская премия по физиологии и медицине,1953-01-01T00:00:00Z,1953,Великобритания
http://www.wikidata.org/entity/Q57191,Ханс Адольф Кребс,person,http://www.wikidata.org/entity/Q80061,Нобелевская премия по физиологии и медицине,1953-01-01T00:00:00Z,1953,Германия
http://www.wikidata.org/entity/Q48956,Герман Штаудингер,person,http://www.wikidata.org/entity/Q44585,Нобелевская премия по химии,1953-01-01T00:00:00Z,1953,Германия
http://www.wikidata.org/entity/Q23434,Эрнест Хемингуэй,person,http://www.wikidata.org/entity/Q37922,Нобелевская премия по литературе,1954-01-01T00:00:00Z,1954,США
http://www.wikidata.org/entity/Q76474,Вальтер Боте,person,http://www.wikidata.org/entity/Q38104,Нобелевская премия по физике,1954-01-01T00:00:00Z,1954,Германия
http://www.wikidata.org/entity/Q58978,Макс Борн,person,http://www.wikidata.org/entity/Q38104,Нобелевская премия по физике,1954-01-01T00:00:00Z,1954,Великобритания
http://www.wikidata.org/entity/Q58978,Макс Борн,person,http://www.wikidata.org/entity/Q38104,Нобелевская премия по физике,1954-01-01T00:00:00Z,1954,Соединённое королевство Великобритании и Ирландии
http://www.wikidata.org/entity/Q58978,Макс Борн,person,http://www.wikidata.org/entity/Q38104,Нобелевская премия по физике,1954-01-01T00:00:00Z,1954,Германский рейх
http://www.wikidata.org/entity/Q312961,Джон Франклин Эндерс,person,http://www.wikidata.org/entity/Q80061,Нобелевская премия по физиологии и медицине,1954-01-01T00:00:00Z,1954,США
http://www.wikidata.org/entity/Q310131,Томас Хакл Уэллер,person,http://www.wikidata.org/entity/Q80061,Нобелевская премия по физиологии и медицине,1954-01-01T00:00:00Z,1954,США
http://www.wikidata.org/entity/Q309885,Фредерик Чапмен Роббинс,person,http://www.wikidata.org/entity/Q80061,Нобелевская премия по физиологии и медицине,1954-01-01T00:00:00Z,1954,США
http://www.wikidata.org/entity/Q48983,Лайнус Карл Полинг,person,http://www.wikidata.org/entity/Q44585,Нобелевская премия по химии,1954-01-01T00:00:00Z,1954,США
http://www.wikidata.org/entity/Q80321,Хальдоур Кильян Лакснесс,person,http://www.wikidata.org/entity/Q37922,Нобелевская премия по литературе,1955-01-01T00:00:00Z,1955,Исландия
http://www.wikidata.org/entity/Q184571,Поликарп Куш,person,http://www.wikidata.org/entity/Q38104,Нобелевская премия по физике,1955-01-01T00:00:00Z,1955,США
http://www.wikidata.org/entity/Q186497,Уиллис Лэмб,person,http://www.wikidata.org/entity/Q38104,Нобелевская премия по физике,1955-01-01T00:00:00Z,1955,США
http://www.wikidata.org/entity/Q156480,Аксель Хуго Теодор Теорелль,person,http://www.wikidata.org/entity/Q80061,Нобелевская премия по физиологии и медицине,1955-01-01T00:00:00Z,1955,Швеция
http://www.wikidata.org/entity/Q33128,Винсент дю Виньо,person,http://www.wikidata.org/entity/Q44585,Нобелевская премия по химии,1955-01-01T00:00:00Z,1955,США
http://www.wikidata.org/entity/Q131318,Хуан Рамон Хименес,person,http://www.wikidata.org/entity/Q37922,Нобелевская премия по литературе,1956-01-01T00:00:00Z,1956,Испания
http://www.wikidata.org/entity/Q949,Джон Бардин,person,http://www.wikidata.org/entity/Q38104,Нобелевская премия по физике,1956-01-01T00:00:00Z,1956,США
http://www.wikidata.org/entity/Q163415,Уильям Брэдфорд Шокли,person,http://www.wikidata.org/entity/Q38104,Нобелевская премия по физике,1956-01-01T00:00:00Z,1956,США
http://www.wikidata.org/entity/Q163415,Уильям Брэдфорд Шокли,person,http://www.wikidata.org/entity/Q38104,Нобелевская премия по физике,1956-01-01T00:00:00Z,1956,Великобритания
http://www.wikidata.org/entity/Q184577,Уолтер Хаузер Браттейн,person,http://www.wikidata.org/entity/Q38104,Нобелевская премия по физике,1956-01-01T00:00:00Z,1956,США
http://www.wikidata.org/entity/Q271757,Андре Фредерик Курнан,person,http://www.wikidata.org/entity/Q80061,Нобелевская премия по физиологии и медицине,1956-01-01T00:00:00Z,1956,США
http://www.wikidata.org/entity/Q271757,Андре Фредерик Курнан,person,http://www.wikidata.org/entity/Q80061,Нобелевская премия по физиологии и медицине,1956-01-01T00:00:00Z,1956,Франция
http://www.wikidata.org/entity/Q77152,Вернер Форсман,person,http://www.wikidata.org/entity/Q80061,Нобелевская премия по физиологии и медицине,1956-01-01T00:00:00Z,1956,Германская империя
http://www.wikidata.org/entity/Q77152,Вернер Форсман,person,http://www.wikidata.org/entity/Q80061,Нобелевская премия по физиологии и медицине,1956-01-01T00:00:00Z,1956,ФРГ
http://www.wikidata.org/entity/Q77152,Вернер Форсман,person,http://www.wikidata.org/entity/Q80061,Нобелевская премия по физиологии и медицине,1956-01-01T00:00:00Z,1956,Германский рейх
http://www.wikidata.org/entity/Q312963,Дикинсон Ричардс,person,http://www.wikidata.org/entity/Q80061,Нобелевская премия по физиологии и медицине,1956-01-01T00:00:00Z,1956,США
http://www.wikidata.org/entity/Q48990,Николай Николаевич Семёнов,person,http://www.wikidata.org/entity/Q44585,Нобелевская премия по химии,1956-01-01T00:00:00Z,1956,СССР
http://www.wikidata.org/entity/Q48990,Николай Николаевич Семёнов,person,http://www.wikidata.org/entity/Q44585,Нобелевская премия по химии,1956-01-01T00:00:00Z,1956,Российская империя
http://www.wikidata.org/entity/Q48986,Сирил Норман Хиншелвуд,person,http://www.wikidata.org/entity/Q44585,Нобелевская премия по химии,1956-01-01T00:00:00Z,1956,Великобритания
http://www.wikidata.org/entity/Q34670,Альбер Камю,person,http://www.wikidata.org/entity/Q37922,Нобелевская премия по литературе,1957-01-01T00:00:00Z,1957,Франция
http://www.wikidata.org/entity/Q183679,Ли Чжэндао,person,http://www.wikidata.org/entity/Q38104,Нобелевская премия по физике,1957-01-01T00:00:00Z,1957,США
http://www.wikidata.org/entity/Q183679,Ли Чжэндао,person,http://www.wikidata.org/entity/Q38104,Нобелевская премия по физике,1957-01-01T00:00:00Z,1957,Китайская Республика (Тайвань)
http://www.wikidata.org/entity/Q183679,Ли Чжэндао,person,http://www.wikidata.org/entity/Q38104,Нобелевская премия по физике,1957-01-01T00:00:00Z,1957,Китайская республика
http://www.wikidata.org/entity/Q181369,Янг Чжэньнин,person,http://www.wikidata.org/entity/Q38104,Нобелевская премия по физике,1957-01-01T00:00:00Z,1957,США
http://www.wikidata.org/entity/Q181369,Янг Чжэньнин,person,http://www.wikidata.org/entity/Q38104,Нобелевская премия по физике,1957-01-01T00:00:00Z,1957,Китай
http://www.wikidata.org/entity/Q181369,Янг Чжэньнин,person,http://www.wikidata.org/entity/Q38104,Нобелевская премия по физике,1957-01-01T00:00:00Z,1957,Китайская Республика (Тайвань)
http://www.wikidata.org/entity/Q181369,Янг Чжэньнин,person,http://www.wikidata.org/entity/Q38104,Нобелевская премия по физике,1957-01-01T00:00:00Z,1957,Китайская республика
http://www.wikidata.org/entity/Q115448,Даниеле Бове,person,http://www.wikidata.org/entity/Q80061,Нобелевская премия по физиологии и медицине,1957-01-01T00:00:00Z,1957,Италия
http://www.wikidata.org/entity/Q115448,Даниеле Бове,person,http://www.wikidata.org/entity/Q80061,Нобелевская премия по физиологии и медицине,1957-01-01T00:00:00Z,1957,Швейцария
http://www.wikidata.org/entity/Q157242,Александер Робертус Тодд,person,http://www.wikidata.org/entity/Q44585,Нобелевская премия по химии,1957-01-01T00:00:00Z,1957,Великобритания
http://www.wikidata.org/entity/Q41223,Борис Леонидович Пастернак,person,http://www.wikidata.org/entity/Q37922,Нобелевская премия по литературе,1958-01-01T00:00:00Z,1958,СССР
http://www.wikidata.org/entity/Q41223,Борис Леонидович Пастернак,person,http://www.wikidata.org/entity/Q37922,Нобелевская премия по литературе,1958-01-01T00:00:00Z,1958,Российская империя
http://www.wikidata.org/entity/Q155759,Игорь Евгеньевич Тамм,person,http://www.wikidata.org/entity/Q38104,Нобелевская премия по физике,1958-01-01T00:00:00Z,1958,СССР
http://www.wikidata.org/entity/Q155759,Игорь Евгеньевич Тамм,person,http://www.wikidata.org/entity/Q38104,Нобелевская премия по физике,1958-01-01T00:00:00Z,1958,Российская империя
http://www.wikidata.org/entity/Q76970,Павел Алексеевич Черенков,person,http://www.wikidata.org/entity/Q38104,Нобелевская премия по физике,1958-01-01T00:00:00Z,1958,СССР
http://www.wikidata.org/entity/Q76970,Павел Алексеевич Черенков,person,http://www.wikidata.org/entity/Q38104,Нобелевская премия по физике,1958-01-01T00:00:00Z,1958,Российская империя
http://www.wikidata.org/entity/Q192703,"Франк, Илья Михайлович",person,http://www.wikidata.org/entity/Q38104,Нобелевская премия по физике,1958-01-01T00:00:00Z,1958,СССР
http://www.wikidata.org/entity/Q192703,"Франк, Илья Михайлович",person,http://www.wikidata.org/entity/Q38104,Нобелевская премия по физике,1958-01-01T00:00:00Z,1958,Российская империя
http://www.wikidata.org/entity/Q238739,Джордж Уэлс Бидл,person,http://www.wikidata.org/entity/Q80061,Нобелевская премия по физиологии и медицине,1958-01-01T00:00:00Z,1958,США
http://www.wikidata.org/entity/Q218823,Джошуа Ледерберг,person,http://www.wikidata.org/entity/Q80061,Нобелевская премия по физиологии и медицине,1958-01-01T00:00:00Z,1958,США
http://www.wikidata.org/entity/Q237499,Эдуард Тейтем,person,http://www.wikidata.org/entity/Q80061,Нобелевская премия по физиологии и медицине,1958-01-01T00:00:00Z,1958,США
http://www.wikidata.org/entity/Q151564,Фредерик Сенгер,person,http://www.wikidata.org/entity/Q44585,Нобелевская премия по химии,1958-01-01T00:00:00Z,1958,Великобритания
http://www.wikidata.org/entity/Q151564,Фредерик Сенгер,person,http://www.wikidata.org/entity/Q44585,Нобелевская премия по химии,1958-01-01T00:00:00Z,1958,Соединённое королевство Великобритании и Ирландии
http://www.wikidata.org/entity/Q83038,Сальваторе Квазимодо,person,http://www.wikidata.org/entity/Q37922,Нобелевская премия по литературе,1959-01-01T00:00:00Z,1959,Италия
http://www.wikidata.org/entity/Q83038,Сальваторе Квазимодо,person,http://www.wikidata.org/entity/Q37922,Нобелевская премия по литературе,1959-01-01T00:00:00Z,1959,Королевство Италия
http://www.wikidata.org/entity/Q183655,Оуэн Чемберлен,person,http://www.wikidata.org/entity/Q38104,Нобелевская премия по физике,1959-01-01T00:00:00Z,1959,США
http://www.wikidata.org/entity/Q173028,Эмилио Джино Сегре,person,http://www.wikidata.org/entity/Q38104,Нобелевская премия по физике,1959-01-01T00:00:00Z,1959,США
http://www.wikidata.org/entity/Q173028,Эмилио Джино Сегре,person,http://www.wikidata.org/entity/Q38104,Нобелевская премия по физике,1959-01-01T00:00:00Z,1959,Королевство Италия
http://www.wikidata.org/entity/Q295678,Артур Корнберг,person,http://www.wikidata.org/entity/Q80061,Нобелевская премия по физиологии и медицине,1959-01-01T00:00:00Z,1959,США
http://www.wikidata.org/entity/Q233957,Северо Очоа,person,http://www.wikidata.org/entity/Q80061,Нобелевская премия по физиологии и медицине,1959-01-01T00:00:00Z,1959,Испания
http://www.wikidata.org/entity/Q233957,Северо Очоа,person,http://www.wikidata.org/entity/Q80061,Нобелевская премия по физиологии и медицине,1959-01-01T00:00:00Z,1959,США
http://www.wikidata.org/entity/Q157701,Ярослав Гейровский,person,http://www.wikidata.org/entity/Q44585,Нобелевская премия по химии,1959-01-01T00:00:00Z,1959,Чехословакия
http://www.wikidata.org/entity/Q132684,Сен-Жон Перс,person,http://www.wikidata.org/entity/Q37922,Нобелевская премия по литературе,1960-01-01T00:00:00Z,1960,Франция
http://www.wikidata.org/entity/Q80905,Дональд Артур Глазер,person,http://www.wikidata.org/entity/Q38104,Нобелевская премия по физике,1960-01-01T00:00:00Z,1960,США
http://www.wikidata.org/entity/Q214209,Питер Медавар,person,http://www.wikidata.org/entity/Q80061,Нобелевская премия по физиологии и медицине,1960-01-01T00:00:00Z,1960,США
http://www.wikidata.org/entity/Q214209,Питер Медавар,person,http://www.wikidata.org/entity/Q80061,Нобелевская премия по физиологии и медицине,1960-01-01T00:00:00Z,1960,Великобритания
http://www.wikidata.org/entity/Q193550,Фрэнк Макфарлейн Бёрнет,person,http://www.wikidata.org/entity/Q80061,Нобелевская премия по физиологии и медицине,1960-01-01T00:00:00Z,1960,Австралия
http://www.wikidata.org/entity/Q190486,Уиллард Франк Либби,person,http://www.wikidata.org/entity/Q44585,Нобелевская премия по химии,1960-01-01T00:00:00Z,1960,США
http://www.wikidata.org/entity/Q47561,Иво Андрич,person,http://www.wikidata.org/entity/Q37922,Нобелевская премия по литературе,1961-01-01T00:00:00Z,1961,Социалистическая Федеративная Республика Югославия
http://www.wikidata.org/entity/Q47561,Иво Андрич,person,http://www.wikidata.org/entity/Q37922,Нобелевская премия по литературе,1961-01-01T00:00:00Z,1961,Королевство Югославия
http://www.wikidata.org/entity/Q47561,Иво Андрич,person,http://www.wikidata.org/entity/Q37922,Нобелевская премия по литературе,1961-01-01T00:00:00Z,1961,Цислейтания
http://www.wikidata.org/entity/Q47561,Иво Андрич,person,http://www.wikidata.org/entity/Q37922,Нобелевская премия по литературе,1961-01-01T00:00:00Z,1961,"Государство словенцев, хорватов и сербов"
http://www.wikidata.org/entity/Q47561,Иво Андрич,person,http://www.wikidata.org/entity/Q37922,Нобелевская премия по литературе,1961-01-01T00:00:00Z,1961,"Королевство сербов, хорватов и словенцев"
http://www.wikidata.org/entity/Q130113,Роберт Хофштадтер,person,http://www.wikidata.org/entity/Q38104,Нобелевская премия по физике,1961-01-01T00:00:00Z,1961,США
http://www.wikidata.org/entity/Q44286,Рудольф Людвиг Мёссбауэр,person,http://www.wikidata.org/entity/Q38104,Нобелевская премия по физике,1961-01-01T00:00:00Z,1961,Германия
http://www.wikidata.org/entity/Q238716,Дьёрдь фон Бекеши,person,http://www.wikidata.org/entity/Q80061,Нобелевская премия по физиологии и медицине,1961-01-01T00:00:00Z,1961,Венгрия
http://www.wikidata.org/entity/Q238716,Дьёрдь фон Бекеши,person,http://www.wikidata.org/entity/Q80061,Нобелевская премия по физиологии и медицине,1961-01-01T00:00:00Z,1961,США
http://www.wikidata.org/entity/Q49347,Мелвин Калвин,person,http://www.wikidata.org/entity/Q44585,Нобелевская премия по химии,1961-01-01T00:00:00Z,1961,США
http://www.wikidata.org/entity/Q39212,Джон Стейнбек,person,http://www.wikidata.org/entity/Q37922,Нобелевская премия по литературе,1962-01-01T00:00:00Z,1962,США
http://www.wikidata.org/entity/Q133267,Лев Давидович Ландау,person,http://www.wikidata.org/entity/Q38104,Нобелевская премия по физике,1962-01-01T00:00:00Z,1962,СССР
http://www.wikidata.org/entity/Q133267,Лев Давидович Ландау,person,http://www.wikidata.org/entity/Q38104,Нобелевская премия по физике,1962-01-01T00:00:00Z,1962,Российская империя
http://www.wikidata.org/entity/Q133267,Лев Давидович Ландау,person,http://www.wikidata.org/entity/Q38104,Нобелевская премия по физике,1962-01-01T00:00:00Z,1962,Азербайджанская Демократическая Республика
http://www.wikidata.org/entity/Q83333,Джеймс Уотсон,person,http://www.wikidata.org/entity/Q80061,Нобелевская премия по физиологии и медицине,1962-01-01T00:00:00Z,1962,США
http://www.wikidata.org/entity/Q184659,Морис Уилкинс,person,http://www.wikidata.org/entity/Q80061,Нобелевская премия по физиологии и медицине,1962-01-01T00:00:00Z,1962,Великобритания
http://www.wikidata.org/entity/Q184659,Морис Уилкинс,person,http://www.wikidata.org/entity/Q80061,Нобелевская премия по физиологии и медицине,1962-01-01T00:00:00Z,1962,Новая Зеландия
http://www.wikidata.org/entity/Q123280,Фрэнсис Крик,person,http://www.wikidata.org/entity/Q80061,Нобелевская премия по физиологии и медицине,1962-01-01T00:00:00Z,1962,Великобритания
http://www.wikidata.org/entity/Q232295,Джон Коудери Кендрю,person,http://www.wikidata.org/entity/Q44585,Нобелевская премия по химии,1962-01-01T00:00:00Z,1962,Великобритания
http://www.wikidata.org/entity/Q78480,Макс Перуц,person,http://www.wikidata.org/entity/Q44585,Нобелевская премия по химии,1962-01-01T00:00:00Z,1962,Австрия
http://www.wikidata.org/entity/Q78480,Макс Перуц,person,http://www.wikidata.org/entity/Q44585,Нобелевская премия по химии,1962-01-01T00:00:00Z,1962,Великобритания
http://www.wikidata.org/entity/Q78480,Макс Перуц,person,http://www.wikidata.org/entity/Q44585,Нобелевская премия по химии,1962-01-01T00:00:00Z,1962,Соединённое королевство Великобритании и Ирландии
http://www.wikidata.org/entity/Q165823,Йоргос Сеферис,person,http://www.wikidata.org/entity/Q37922,Нобелевская премия по литературе,1963-01-01T00:00:00Z,1963,Греция
http://www.wikidata.org/entity/Q76797,Йоханнес Ханс Даниель Йенсен,person,http://www.wikidata.org/entity/Q38104,Нобелевская премия по физике,1963-01-01T00:00:00Z,1963,ФРГ
http://www.wikidata.org/entity/Q76797,Йоханнес Ханс Даниель Йенсен,person,http://www.wikidata.org/entity/Q38104,Нобелевская премия по физике,1963-01-01T00:00:00Z,1963,Германский рейх
http://www.wikidata.org/entity/Q57100,Мария Гёпперт-Майер,person,http://www.wikidata.org/entity/Q38104,Нобелевская премия по физике,1963-01-01T00:00:00Z,1963,США
http://www.wikidata.org/entity/Q57100,Мария Гёпперт-Майер,person,http://www.wikidata.org/entity/Q38104,Нобелевская премия по физике,1963-01-01T00:00:00Z,1963,Германия
http://www.wikidata.org/entity/Q155790,Юджин Вигнер,person,http://www.wikidata.org/entity/Q38104,Нобелевская премия по физике,1963-01-01T00:00:00Z,1963,Венгрия
http://www.wikidata.org/entity/Q155790,Юджин Вигнер,person,http://www.wikidata.org/entity/Q38104,Нобелевская премия по физике,1963-01-01T00:00:00Z,1963,США
http://www.wikidata.org/entity/Q193650,Алан Ходжкин,person,http://www.wikidata.org/entity/Q80061,Нобелевская премия по физиологии и медицине,1963-01-01T00:00:00Z,1963,Великобритания
